# z, H_obs, sigma_H, H_model, residual
0.000000 68.000000 7.000000 71.922184 -3.922184
0.000000 73.900000 3.000000 71.922184 1.977816
0.000000 71.600000 3.600000 71.922184 -0.322184
0.510000 93.249000 1.813000 92.407637 0.841363
0.706000 104.791000 1.777000 103.134989 1.656011
0.934000 115.567000 1.264000 117.315828 -1.748828
1.321000 143.814000 2.242000 144.997601 -1.183601
1.484000 159.063000 6.404000 157.845489 1.217511
2.330000 236.181000 2.763000 233.834660 2.346340
